Temperature,Humidity,SoilMoisture,Crop,Irrigation_Needed
33.3,29.3,31.2,Millet,Yes
35.3,37.4,30.2,Millet,Yes
31.8,35.9,25.6,Millet,Yes
30,35.8,31.3,Millet,Yes
32.3,39.4,36.2,Millet,Yes
33,35.2,30.1,Millet,Yes
29.5,37.4,24.7,Millet,Yes
29.2,38.6,30.1,Millet,Yes
33.6,32.5,26,Millet,Yes
31.5,36.5,32.9,Millet,Yes
32.1,33.7,31.7,Millet,Yes
31.6,34.3,29.4,Millet,Yes
36.3,33.4,28.9,Millet,Yes
35.7,37.4,29.3,Millet,Yes
29.4,35.4,30,Millet,Yes
31.2,37,27.4,Millet,Yes
34.6,34.9,25.4,Millet,Yes
34,27,33.8,Millet,Yes
32.4,35.2,28.7,Millet,Yes
29.7,35.3,30.6,Millet,Yes
30.8,36.2,31,Millet,Yes
31.2,32,31.1,Millet,Yes
33.2,29,26.1,Millet,Yes
36.8,38.1,24.4,Millet,Yes
30.8,33.6,28,Millet,Yes
29.9,35.9,31.3,Millet,Yes
32.2,33.6,27.6,Millet,Yes
35.1,35,28.8,Millet,Yes
28.9,32.8,37.1,Millet,Yes
36.1,30.2,23.8,Millet,Yes
32.1,37.4,27.5,Millet,Yes
30.7,32,36.3,Millet,Yes
28.5,35.8,29.9,Millet,Yes
34.3,37.1,27.6,Millet,Yes
32.1,32.1,33.9,Millet,Yes
32.9,29,30.2,Millet,Yes
30.2,47.1,28.8,Millet,Yes
31.7,32.4,30.6,Millet,Yes
31.3,38.1,27.8,Millet,Yes
32.2,44.7,26.6,Millet,Yes
30.8,38.9,29.6,Millet,Yes
28.7,33.5,26.6,Millet,Yes
39.3,34.7,30,Millet,Yes
29.1,30.8,31.2,Millet,Yes
33,39.4,32.8,Millet,Yes
28.1,37.8,33.8,Millet,Yes
27.5,32.4,28.6,Millet,Yes
32.7,29.8,31.7,Millet,Yes
32.9,28.4,31.6,Millet,Yes
35.7,39.9,31.1,Millet,Yes
33.5,35.6,28.4,Millet,Yes
32.1,36.1,26.6,Millet,Yes
30.1,30.9,31.7,Millet,Yes
36.2,27.7,24.3,Millet,Yes
34.8,39.8,29.1,Millet,Yes
29.4,35.2,21.5,Millet,Yes
32.6,39.5,25.5,Millet,Yes
32.9,33.1,27.1,Millet,Yes
31.6,33.8,33.7,Millet,Yes
34.4,38.6,32.3,Millet,Yes
34.6,38.7,28.2,Millet,Yes
32,39,32.4,Millet,Yes
31.8,33.5,33,Millet,Yes
36.2,38.1,29.5,Millet,Yes
34.8,40.5,25.4,Millet,Yes
32.7,34.5,29.3,Millet,Yes
28.4,32.4,29.7,Millet,Yes
33.4,41.7,25.9,Millet,Yes
34.2,31.7,31.2,Millet,Yes
25.6,38.1,30.9,Millet,Yes
33.1,34.7,31.5,Millet,Yes
31.5,25.8,30.9,Millet,Yes
31.9,40.6,32.4,Millet,Yes
30.2,21.2,29.4,Millet,Yes
32.1,25.1,30.7,Millet,Yes
36,37.6,28.7,Millet,Yes
31.4,37.6,28.1,Millet,Yes
34.9,31.8,34.5,Millet,Yes
30.5,35.7,23.2,Millet,Yes
34.4,22.3,32.9,Millet,Yes
32.5,38.5,27.9,Millet,Yes
33.4,36.2,27.5,Millet,Yes
32.5,34.8,30.9,Millet,Yes
34.1,35.1,25,Millet,Yes
26.1,37.5,27.3,Millet,Yes
29,34.9,27.2,Millet,Yes
33.5,25.6,29.3,Millet,Yes
27.4,46,27.3,Millet,Yes
31.2,41,35.3,Millet,Yes
32.4,28.6,36,Millet,Yes
30.4,33.3,23.3,Millet,Yes
30.8,33.8,31.8,Millet,Yes
33.2,40.4,32.9,Millet,Yes
35,24.2,31.8,Millet,Yes
30.1,32.5,27.8,Millet,Yes
31.1,26.2,29.2,Millet,Yes
30.7,33.6,27.5,Millet,Yes
26.4,32.6,28.6,Millet,Yes
32.9,35.4,26,Millet,Yes
34.8,32,29.6,Millet,Yes
35,31.2,25,Millet,Yes
30.3,38.1,29.3,Millet,Yes
29.4,37.3,25.8,Millet,Yes
32.6,37.8,30.7,Millet,Yes
34.6,34.1,27.7,Millet,Yes
32.9,32.1,31,Millet,Yes
33.2,34.4,33.6,Millet,Yes
35.4,37.5,35.3,Millet,Yes
30.7,24.1,21.6,Millet,Yes
32,37,27.2,Millet,Yes
36.6,36.5,29,Millet,Yes
32,35.3,31.5,Millet,Yes
29.3,34.3,24.5,Millet,Yes
30.8,22.2,26.7,Millet,Yes
30.2,32.8,30.4,Millet,Yes
33.4,43.9,30.3,Millet,Yes
30.3,35.1,31.3,Millet,Yes
33.2,33.5,31.5,Millet,Yes
30.7,35.1,31.1,Millet,Yes
27.2,36.8,30.6,Millet,Yes
33.3,38.3,30.2,Millet,Yes
32.9,33.9,32.2,Millet,Yes
33.8,37.1,22.5,Millet,Yes
30.8,43.4,35.1,Millet,Yes
30.6,40,22.7,Millet,Yes
33.5,46.7,26.4,Millet,Yes
36.3,31.7,29.2,Millet,Yes
32.5,43.4,32.2,Millet,Yes
33.6,31,20,Millet,Yes
31.7,36.8,29.9,Millet,Yes
28.6,38.7,32.6,Millet,Yes
34.9,32.4,33.3,Millet,Yes
34.8,35.4,27.7,Millet,Yes
34.3,39.6,29,Millet,Yes
32,31.4,27.9,Millet,Yes
34,43.3,28.7,Millet,Yes
34.7,28.1,26.6,Millet,Yes
36.6,44.7,27,Millet,Yes
35,40,31.4,Millet,Yes
32.7,34.6,30.4,Millet,Yes
29.2,33,31.6,Millet,Yes
32.9,32.5,30.7,Millet,Yes
33.1,34.3,32.3,Millet,Yes
34.3,34.8,32.9,Millet,Yes
35.9,41.3,24.2,Millet,Yes
32.3,44.8,27.2,Millet,Yes
37.8,36,29.2,Millet,Yes
28.1,30.8,29.9,Millet,Yes
33.5,32.3,27.8,Millet,Yes
30.5,34.1,33,Millet,Yes
27.7,29.8,36.6,Millet,Yes
32,29.1,30.6,Millet,Yes
28.9,45.5,30.3,Millet,Yes
32.1,36.5,32.8,Millet,Yes
32.6,30.8,23.8,Millet,Yes
35.3,39.1,30.1,Millet,Yes
28.7,29.1,33.3,Millet,Yes
34.8,29.5,27.9,Millet,Yes
32.7,31,25.9,Millet,Yes
35.1,43.3,29.4,Millet,Yes
31.4,33.7,29.8,Millet,Yes
29.2,22.8,27,Millet,Yes
29.5,41.1,37,Millet,Yes
29.3,33.5,28.4,Millet,Yes
33.7,25.8,26.2,Millet,Yes
36.2,33.4,29.7,Millet,Yes
31.1,37.6,33,Millet,Yes
34.1,37,30.1,Millet,Yes
28.7,44,31.6,Millet,Yes
33,30.7,27.1,Millet,Yes
34.2,35.2,35,Millet,Yes
28.9,31.5,31.9,Millet,Yes
32,27.3,33.5,Millet,Yes
34.3,39.4,31.2,Millet,Yes
25.2,37.3,32.7,Millet,Yes
35.8,36.4,27.1,Millet,Yes
33.4,37.1,28.4,Millet,Yes
34.3,31.6,34.5,Millet,Yes
31.5,30,35.2,Millet,Yes
28.2,35.2,26.2,Millet,Yes
33.8,40.8,30.8,Millet,Yes
32.3,43,28.6,Millet,Yes
32.6,39,27.7,Millet,Yes
35.2,35.1,30.9,Millet,Yes
34.4,36.3,33.8,Millet,Yes
37.3,35.1,31.5,Millet,Yes
32.9,29.9,28.9,Millet,Yes
30.8,35.1,31.7,Millet,Yes
32,28.3,28.8,Millet,Yes
33.5,34.4,31.4,Millet,Yes
35,43.2,34.7,Millet,Yes
28.8,39.1,23.1,Millet,Yes
32.5,30.4,32.7,Millet,Yes
36.5,34.6,24.9,Millet,Yes
31.9,30.8,34.1,Millet,Yes
34.8,34.7,27.9,Millet,Yes
33.7,40.2,25.9,Millet,Yes
34.9,38.3,32.3,Millet,Yes
30.5,47.4,31.2,Millet,Yes
30.5,41,26.7,Millet,Yes
32.6,36,25.8,Millet,Yes
28.7,38.4,29.4,Millet,Yes
31.8,34,26,Millet,Yes
33.1,29.4,26.5,Millet,Yes
37,41.5,30.4,Millet,Yes
33.5,40,26.8,Millet,Yes
34.1,33.8,31.4,Millet,Yes
35.4,36.4,35,Millet,Yes
30.1,41.2,29.5,Millet,Yes
32.1,39.2,30.4,Millet,Yes
38.6,27.7,36.7,Millet,Yes
32.3,36.2,26,Millet,Yes
35.3,34.2,34,Millet,Yes
34.9,40.6,33.6,Millet,Yes
28.8,40.2,32.8,Millet,Yes
33.3,41.6,34.3,Millet,Yes
32.9,29.4,30.9,Millet,Yes
33.3,31.1,28.1,Millet,Yes
30.6,40.6,33.6,Millet,Yes
29.7,32,33.8,Millet,Yes
31.3,27.4,33.7,Millet,Yes
32.3,37.7,30.1,Millet,Yes
35.5,32.3,27.6,Millet,Yes
37,43.9,30.6,Millet,Yes
36,36.5,33.1,Millet,Yes
34.7,35.8,33.4,Millet,Yes
30,33.2,28.6,Millet,Yes
31.5,43,31.1,Millet,Yes
33,36.8,25.6,Millet,Yes
30.9,33,33.3,Millet,Yes
33.9,31,27.4,Millet,Yes
34.3,34.6,32.6,Millet,Yes
33.8,30.1,26.2,Millet,Yes
35.1,40.1,33.4,Millet,Yes
25.5,61.4,51.1,Soybean,No
23.7,64.4,50.3,Soybean,No
26.2,61.9,44.4,Soybean,No
24,64.7,52.5,Soybean,No
26.2,68.5,46.2,Soybean,No
24.5,56.7,48.6,Soybean,No
22.1,70.5,53.2,Soybean,No
23.4,59.3,53.4,Soybean,No
24.3,63.5,48.4,Soybean,No
27.3,71.2,48.6,Soybean,No
26.5,66.6,47.7,Soybean,No
27.7,66.7,46,Soybean,No
27.8,59.1,47.9,Soybean,No
24.1,59.8,44.6,Soybean,No
24.7,69.7,52.3,Soybean,No
24.3,62.1,51.3,Soybean,No
23.9,62.5,51.9,Soybean,No
21.9,69.8,46.8,Soybean,No
25,59.8,46,Soybean,No
22.9,66.3,50.2,Soybean,No
24.9,65.2,50.2,Soybean,No
28.5,65,49.5,Soybean,No
24.2,62.4,49,Soybean,No
25.3,62.1,55.7,Soybean,No
26.5,59.6,51.4,Soybean,No
25.5,67.4,56.6,Soybean,No
25.5,61.7,54.2,Soybean,No
24.4,69.8,55.7,Soybean,No
24.6,63.9,46.4,Soybean,No
23.4,59.7,52,Soybean,No
26.4,63.8,48.6,Soybean,No
22.1,62.9,44.5,Soybean,No
26.6,70,55,Soybean,No
22.7,63.2,49,Soybean,No
26.6,63.6,46.5,Soybean,No
24.4,72.1,48.6,Soybean,No
22.9,67.5,47.3,Soybean,No
26,73.3,47.7,Soybean,No
26.5,71.3,49.3,Soybean,No
24.3,60.6,55.8,Soybean,No
26.2,69.9,47.8,Soybean,No
21.2,72.6,55.5,Soybean,No
22.8,72.7,52.8,Soybean,No
27.2,69.9,51.3,Soybean,No
24.6,69.8,52.5,Soybean,No
21.9,63.5,50,Soybean,No
23.8,60.8,54.3,Soybean,No
23.5,63.2,51.9,Soybean,No
24.7,56.7,44.5,Soybean,No
24.4,71.7,51,Soybean,No
25.3,63.6,52.6,Soybean,No
24.9,71.5,49,Soybean,No
27.3,58.8,50.4,Soybean,No
25.7,70.4,48,Soybean,No
25.8,62.5,45.4,Soybean,No
26.9,58.6,44.8,Soybean,No
24.4,73.1,44.9,Soybean,No
22.9,70.5,52.2,Soybean,No
27,66.1,41.7,Soybean,No
25.2,65.2,47.8,Soybean,No
25.2,67.2,47.4,Soybean,No
23.9,66,49.1,Soybean,No
24,61,43.8,Soybean,No
26.4,62.9,51.3,Soybean,No
26.6,74.8,45.8,Soybean,No
26.3,78.4,53.8,Soybean,No
26.3,72.8,47.9,Soybean,No
25.9,67.4,49.7,Soybean,No
25.2,63.3,50,Soybean,No
24.7,61,50.8,Soybean,No
27,61.3,50.1,Soybean,No
24.4,62.2,48.6,Soybean,No
25.6,75.8,51.1,Soybean,No
23.7,74,51.6,Soybean,No
23.9,68.7,47.4,Soybean,No
24.6,60.2,51.4,Soybean,No
23.7,69.5,54,Soybean,No
26.3,63.8,52.4,Soybean,No
22.8,54.2,53.1,Soybean,No
25.2,66.4,50.6,Soybean,No
25.2,60.8,46.9,Soybean,No
22,61,47.3,Soybean,No
24.3,63.7,51.1,Soybean,No
25.4,62.5,53.1,Soybean,No
25.7,64.8,59.3,Soybean,No
24.7,64.6,53.3,Soybean,No
26.1,55.6,46.1,Soybean,No
24.8,72.6,47.4,Soybean,No
25,60.1,57.6,Soybean,No
25.4,60.2,49.3,Soybean,No
26.5,63.4,50.2,Soybean,No
23.9,64.5,46.8,Soybean,No
24.2,72.3,55.2,Soybean,No
23.9,66.3,51.7,Soybean,No
24.4,67.8,47.4,Soybean,No
27.4,66.4,46.7,Soybean,No
26,66.2,51,Soybean,No
23.1,66.5,50.1,Soybean,No
24,55.3,52.8,Soybean,No
25.6,63.8,51.8,Soybean,No
23.5,70.8,49.1,Soybean,No
23.8,84.7,48.2,Soybean,No
27.2,59,49.5,Soybean,No
24,67.1,48.2,Soybean,No
26.6,62.1,49.6,Soybean,No
27.1,75.2,50.1,Soybean,No
23.8,58.2,47,Soybean,No
23.5,68.1,52.1,Soybean,No
24.5,58,48.8,Soybean,No
23.2,63.4,47.2,Soybean,No
25.2,64.8,48.8,Soybean,No
24.7,70.3,50.8,Soybean,No
25.6,59.6,50.3,Soybean,No
27.3,68.3,51.4,Soybean,No
26.4,65.1,53,Soybean,No
25.8,66.4,54.3,Soybean,No
21.7,69.8,51,Soybean,No
25.7,58.6,46.4,Soybean,No
27.9,69.1,49.1,Soybean,No
20,62.2,46.7,Soybean,No
26.1,70.5,55.7,Soybean,No
24.7,66.7,56.6,Soybean,No
23.6,64,52.2,Soybean,No
26.3,62,52.9,Soybean,No
27.8,69.1,50.8,Soybean,No
26.3,71.3,51.2,Soybean,No
24.4,62.3,44.7,Soybean,No
23.4,59.3,49.8,Soybean,No
25.2,68.5,47.1,Soybean,No
26.5,57.8,50.9,Soybean,No
24.4,58.5,49.8,Soybean,No
24.5,59.7,56.5,Soybean,No
29.7,62.9,53.1,Soybean,No
26.8,58.3,50.9,Soybean,No
26.9,55.3,49.1,Soybean,No
22.6,59.3,55.6,Soybean,No
23.8,68.2,49.9,Soybean,No
25.1,58.6,51.1,Soybean,No
23.3,63.3,50.1,Soybean,No
27.7,74.7,48.7,Soybean,No
27.4,64.8,50.1,Soybean,No
24.1,66.7,43.5,Soybean,No
28,60.3,44.8,Soybean,No
25,75.8,51.2,Soybean,No
29.3,62.3,55.2,Soybean,No
25.2,63.9,51.2,Soybean,No
26,71.6,47.6,Soybean,No
27.3,64.1,45.2,Soybean,No
27.1,65.2,52.6,Soybean,No
25.9,63.6,48.1,Soybean,No
24.8,63.6,52.1,Soybean,No
25.9,66.9,51.3,Soybean,No
23.6,67.8,51.6,Soybean,No
25.3,61.8,50.1,Soybean,No
23.2,61.2,51.3,Soybean,No
22,62,49.6,Soybean,No
25.1,58,47.9,Soybean,No
27.1,57,46.8,Soybean,No
26.5,66.5,42,Soybean,No
24.9,69.7,49.4,Soybean,No
27.9,69.4,55.1,Soybean,No
24.1,53.1,52.4,Soybean,No
21.8,63.8,50.8,Soybean,No
21.4,59.5,47.6,Soybean,No
23,65.7,53.3,Soybean,No
26.4,62.9,49.6,Soybean,No
23.9,68,55.2,Soybean,No
25.8,64.9,46.7,Soybean,No
27.7,55.5,47.5,Soybean,No
23.2,60.2,47.2,Soybean,No
25.8,65,45.1,Soybean,No
25.9,65.5,46.9,Soybean,No
23.6,58,50.3,Soybean,No
27.3,57.3,47.6,Soybean,No
24.5,65.3,37.1,Soybean,Yes
24.4,58,53.6,Soybean,No
28.5,56.7,44.4,Soybean,No
25.9,62.8,52,Soybean,No
26.5,62.6,50.1,Soybean,No
27.3,60.6,57.1,Soybean,No
23.9,61.5,53.3,Soybean,No
27.1,65.1,48.3,Soybean,No
24.2,61.4,47.7,Soybean,No
24.1,65.4,55,Soybean,No
24.5,63.1,45.1,Soybean,No
24,65.8,50.6,Soybean,No
26.4,69.4,49.6,Soybean,No
25.4,69.2,48.9,Soybean,No
24.2,71.4,51.2,Soybean,No
26.1,69.2,50.6,Soybean,No
24.5,66.2,51.5,Soybean,No
24.5,62.8,50.5,Soybean,No
25.1,63.1,51.4,Soybean,No
25.8,60.6,50.3,Soybean,No
25.6,65,47.8,Soybean,No
24.4,68.5,50,Soybean,No
26.4,61.4,47.6,Soybean,No
24.6,64.8,47.4,Soybean,No
23.9,61.6,48.9,Soybean,No
22.6,66,49.6,Soybean,No
26.6,62.3,50.1,Soybean,No
25,61.3,53.1,Soybean,No
25.4,61.6,48.3,Soybean,No
26.7,67.5,50.7,Soybean,No
24.2,64.5,50.4,Soybean,No
22.7,62.9,48,Soybean,No
25.1,66.3,50.2,Soybean,No
25.5,62.9,53.3,Soybean,No
24.6,70.6,50.6,Soybean,No
27.5,60.1,50.8,Soybean,No
20.9,64.1,47.6,Soybean,No
26.9,58,56.6,Soybean,No
26.3,63.3,47.8,Soybean,No
25.8,56.6,44.4,Soybean,No
19.4,68.7,52.9,Soybean,No
27.1,68.8,49.6,Soybean,No
23.3,68.9,49,Soybean,No
24.2,65.1,48.2,Soybean,No
24.7,60.6,56.2,Soybean,No
25.7,61,51.2,Soybean,No
26.1,72.7,51.8,Soybean,No
26.5,72.2,50.5,Soybean,No
26.4,65.6,50.9,Soybean,No
25.4,62.4,54.7,Soybean,No
25.7,71.8,49.2,Soybean,No
23.2,61.5,45.1,Soybean,No
23.7,66.1,52.9,Soybean,No
26.5,71.8,51.7,Soybean,No
26.4,60.8,50.4,Soybean,No
26.2,69.1,51.6,Soybean,No
24.1,67.6,48.8,Soybean,No
26.5,64.8,50.1,Soybean,No
23.1,60,49.6,Soybean,No
26.8,61.4,48,Soybean,No
24.6,66.4,54,Soybean,No
27.8,57.9,45.3,Soybean,No
22.5,65.7,57.9,Soybean,No
27.9,67.7,52.9,Soybean,No
24.4,69.9,44.1,Soybean,No
24.4,58,49.3,Soybean,No
25.3,71.6,49.4,Soybean,No
23.8,73.5,51.3,Soybean,No
24.9,67.1,46.7,Soybean,No
23.8,59.8,50.1,Soybean,No
23.8,63.4,49.6,Soybean,No
25.8,64.8,47.5,Soybean,No
23.5,66.4,47.1,Soybean,No
23.7,65.1,53.1,Soybean,No
22.7,66.4,44.3,Soybean,No
24.2,64.5,51.6,Soybean,No
27.2,66.3,52.7,Soybean,No
23.6,62.7,49.3,Soybean,No
23.8,63.3,50.2,Soybean,No
25.3,62.1,53.9,Soybean,No
24.4,74.6,47.7,Soybean,No
28.7,72.3,48,Soybean,No
24.7,67.8,48.3,Soybean,No
25.6,71.6,53.9,Soybean,No
26.6,69,54.3,Soybean,No
26.5,65.9,45.3,Soybean,No
25.4,57.5,53.4,Soybean,No
24.7,63.7,52.7,Soybean,No
28.4,63.3,55.2,Soybean,No
24.8,59.3,51.3,Soybean,No
24.3,57.6,49.9,Soybean,No
23.9,67.5,53.8,Soybean,No
22.1,66.6,52.3,Soybean,No
26.4,59.2,57.5,Soybean,No
21.1,61.3,53.2,Soybean,No
25,70.8,50.5,Soybean,No
24.7,60.6,46.1,Soybean,No
28.7,65.9,48.1,Soybean,No
21.9,64.1,45.2,Soybean,No
23.5,67.5,49.3,Soybean,No
24.8,60.7,53.1,Soybean,No
24.7,65.5,50,Soybean,No
24.1,65.8,53.4,Soybean,No
24.9,66.2,51.1,Soybean,No
22.9,65.4,48.7,Soybean,No
25.6,66.7,50.3,Soybean,No
21.1,76,51.6,Soybean,No
25,77.8,50.5,Soybean,No
24,61.8,50.5,Soybean,No
26.7,53.4,47.4,Soybean,No
27.9,68,48.6,Soybean,No
24.4,65.9,57.5,Soybean,No
27.3,70.3,54.1,Soybean,No
24.5,66.4,45.1,Soybean,No
23.4,65.3,42.1,Soybean,No
27.9,70.6,50.3,Soybean,No
25.9,71.3,53,Soybean,No
25,58.1,48.3,Soybean,No
26.1,60.9,53.4,Soybean,No
25.5,64.5,50.2,Soybean,No
24.9,65.5,49.5,Soybean,No
22.8,63.9,52.5,Soybean,No
24.5,67.2,48.2,Soybean,No
26,70,49,Soybean,No
24.8,73.6,52.2,Soybean,No
26.5,67.9,49.9,Soybean,No
25.6,60.7,56.4,Soybean,No
23.5,64.3,52.3,Soybean,No
22.8,64.6,52.1,Soybean,No
24.7,67.6,49.8,Soybean,No
24.1,66.9,52.9,Soybean,No
25.6,75.3,48.9,Soybean,No
23.8,62.7,50.9,Soybean,No
24,66.9,46.9,Soybean,No
26.8,76.8,53.5,Soybean,No
25.2,62.1,51,Soybean,No
23.8,65.7,56.6,Soybean,No
25,60.3,58,Soybean,No
27.3,65.4,52.5,Soybean,No
25.5,61.1,50.2,Soybean,No
26,70.2,46.8,Soybean,No
23.7,65.7,53,Soybean,No
26.7,60.3,50.7,Soybean,No
28.9,69.2,51.8,Soybean,No
23.7,65.9,55.8,Soybean,No
23,69.8,47.3,Soybean,No
25.3,59.3,46.9,Soybean,No
26.5,66.8,49.2,Soybean,No
24.8,68.9,52.7,Soybean,No
23.2,62.9,51.8,Soybean,No
24.8,58.7,47,Soybean,No
26,64.8,52.5,Soybean,No
24.3,71.1,46,Soybean,No
26,70.6,47.2,Soybean,No
26.9,62.9,49.6,Soybean,No
25.4,58.6,48.2,Soybean,No
25,62.8,53,Soybean,No
26.4,62.7,51,Soybean,No
23.6,67.2,55.9,Soybean,No
23.4,64.5,49.2,Soybean,No
24.6,61.2,49.6,Soybean,No
24.2,70.5,54,Soybean,No
23.7,65.7,49.7,Soybean,No
28.1,67.2,55,Soybean,No
28.6,56.4,51.8,Soybean,No
24.4,52.9,42.2,Soybean,No
25.2,57.8,53.9,Soybean,No
24.7,62.6,53,Soybean,No
26.8,67.9,53.2,Soybean,No
27.2,53.3,43.6,Soybean,No
22,73,47.8,Soybean,No
25.8,65.9,48,Soybean,No
22.8,71.8,47.2,Soybean,No
27.9,60.6,55.8,Soybean,No
25.7,67.5,50,Soybean,No
23.6,65.4,49.9,Soybean,No
24.6,69.1,51.8,Soybean,No
24.5,63.8,51.9,Soybean,No
25.9,67.4,38.9,Soybean,Yes
26.7,70.5,47.8,Soybean,No
23.1,61.7,45.3,Soybean,No
28.1,66.2,51.3,Soybean,No
27.7,55.6,49,Soybean,No
23.5,68.5,50.1,Soybean,No
25.1,74.8,43.1,Soybean,No
27.9,58.8,49,Soybean,No
27.1,64.5,53.7,Soybean,No
24.4,69.4,54.7,Soybean,No
26.4,65.2,52.4,Soybean,No
30,65.8,45.5,Soybean,No
25.2,63,54.2,Soybean,No
23.9,62.9,52.4,Soybean,No
25.3,64.6,49.6,Soybean,No
25.4,65.2,43.2,Soybean,No
24.1,59.1,53.2,Soybean,No
25.7,64.7,48,Soybean,No
22.9,72.8,51.2,Soybean,No
23.9,62.9,50.2,Soybean,No
26.3,58.8,55.1,Soybean,No
22.1,64.2,49.6,Soybean,No
26.5,61.4,49.9,Soybean,No
21.6,58.3,55.3,Soybean,No
22.1,65.7,47.8,Soybean,No
24.2,61.4,52.7,Soybean,No
25.5,61.9,49.3,Soybean,No
27.2,65.8,46.7,Soybean,No
25.1,57.3,50,Soybean,No
24.6,56.3,52.3,Soybean,No
26,68.4,54.5,Soybean,No
23.5,55.3,54.9,Soybean,No
25.2,60.1,49,Soybean,No
23,56,46.7,Soybean,No
25.1,62.6,48.9,Soybean,No
24.8,67.1,46.1,Soybean,No
23.7,65.6,49.3,Soybean,No
25.3,77,48.9,Soybean,No
25.3,70.4,52.4,Soybean,No
27,60.3,42.6,Soybean,No
22.3,59,47.6,Soybean,No
24.9,78.5,47.6,Soybean,No
23.7,70.3,54,Soybean,No
26.4,67.9,46.3,Soybean,No
26.3,65.4,50.8,Soybean,No
25.8,66.4,49.6,Soybean,No
23.8,57.6,53.5,Soybean,No
26.5,65.8,52,Soybean,No
22.4,65.4,50.4,Soybean,No
22.1,60.5,48.2,Soybean,No
22.9,62.3,43.8,Soybean,No
24.9,72.6,50.8,Soybean,No
26.1,64.4,51.8,Soybean,No
20,75.4,44.8,Soybean,No
27.2,56.3,45.9,Soybean,No
25.2,62.4,50.8,Soybean,No
22.4,57.3,51.1,Soybean,No
25.2,59,46.7,Soybean,No
26.8,60.9,48.1,Soybean,No
26,66.6,43.9,Soybean,No
26.8,66.3,54.6,Soybean,No
22.7,61.6,45.7,Soybean,No
24.3,53.9,51.8,Soybean,No
23.5,72.4,49.9,Soybean,No
27.9,63.6,54.3,Soybean,No
26.1,59.4,47.4,Soybean,No
29.7,66.4,50.2,Soybean,No
24.2,66,44.3,Soybean,No
23.8,63.4,43.5,Soybean,No
24.8,65.7,52,Soybean,No
27.3,59.2,44,Soybean,No
24.4,68.8,49.2,Soybean,No
25.2,60,53.4,Soybean,No
25.2,62,52.5,Soybean,No
25.1,68.2,47.8,Soybean,No
23.9,71,44.7,Soybean,No
24.8,72.9,51.7,Soybean,No
24.7,70.3,54.5,Soybean,No
25,63.4,47.8,Soybean,No
26.6,57.3,47.3,Soybean,No
27.9,72,48.3,Soybean,No
23.6,71.9,51.9,Soybean,No
24.3,61.6,54.1,Soybean,No
23.6,69.6,45.9,Soybean,No
25.3,63.3,45,Soybean,No
24.1,72.5,57.8,Soybean,No
25.4,62.4,49.4,Soybean,No
26.8,74.9,50.8,Soybean,No
20.8,68.9,47.7,Soybean,No
25.8,74,51.6,Soybean,No
24.2,62.7,53.2,Soybean,No
25.8,67,51,Soybean,No
23.5,60.2,55.8,Soybean,No
27,69.2,48.9,Soybean,No
26.5,69.5,49.1,Soybean,No
25.9,77,50.8,Soybean,No
26.3,67.4,51.5,Soybean,No
23.8,68.6,50.8,Soybean,No
24,62.6,45.7,Soybean,No
26.3,67.7,51,Soybean,No
23.7,63.1,48.8,Soybean,No
27.4,65.6,48.1,Soybean,No
24.5,65.9,50.1,Soybean,No
25.8,63.2,46.8,Soybean,No
28.5,65.3,46.2,Soybean,No
23.8,63.1,41.3,Soybean,No
25.1,63.1,55.8,Soybean,No
26.8,70.4,51.9,Soybean,No
26.6,65.9,49.6,Soybean,No
24.5,66.7,47.8,Soybean,No
24.1,57.7,40.4,Soybean,No
24.6,67.1,47.6,Soybean,No
27.4,67.7,52.4,Soybean,No
24.5,63,53.1,Soybean,No
25.1,75.4,52.1,Soybean,No
24.3,53.6,50.5,Soybean,No
26.2,68.9,54.3,Soybean,No
25.3,68.6,48.9,Soybean,No
23.3,67.7,53.6,Soybean,No
23.4,65.9,48.7,Soybean,No
21.7,67.8,47.1,Soybean,No
23.6,69.3,46.6,Soybean,No
26.3,61.4,46.5,Soybean,No
27.2,66.5,52.2,Soybean,No
26.1,64.1,47.5,Soybean,No
25.9,59.5,46.6,Soybean,No
24.8,68.6,52.4,Soybean,No
26.3,62.2,51.1,Soybean,No
25.5,57.5,53.2,Soybean,No
28,62.3,51.7,Soybean,No
24.8,61,47.5,Soybean,No
27.2,70.1,50.3,Soybean,No
26.5,65.8,50.4,Soybean,No
26.2,71.9,46.9,Soybean,No
21.6,61.7,46.3,Soybean,No
26.5,69.4,47.7,Soybean,No
24.8,79.2,56.8,Soybean,No
24.3,66.8,48.6,Soybean,No
22.5,69.3,54.1,Soybean,No
25,68.5,48.4,Soybean,No
25.1,57.9,53,Soybean,No
22.8,67.9,53,Soybean,No
22.5,66.5,53.2,Soybean,No
25.8,63.7,51.3,Soybean,No
26.5,60.6,54.6,Soybean,No
25.3,68.5,51.3,Soybean,No
26.9,60.1,55.7,Soybean,No
24.9,75.7,44.6,Soybean,No
24.9,65.6,51.2,Soybean,No
23.5,58.9,50.9,Soybean,No
22.4,62.4,46.9,Soybean,No
28.1,63.6,51.9,Soybean,No
26.9,77.1,45,Soybean,No
22.7,60.6,47.8,Soybean,No
25.3,64.4,43.3,Soybean,No
24.8,62.3,55.2,Soybean,No
24.5,67.5,49.2,Soybean,No
24.3,62.4,57.2,Soybean,No
25.6,59.3,52.7,Soybean,No
26.4,64,51.5,Soybean,No
